month_from_start,prediction
0,0.22625160217285156
0,0.22837863862514496
0,0.22954528033733368
0,0.22889690101146698
0,0.230845645070076
0,0.22837196290493011
0,0.22822575271129608
0,0.23206990957260132
0,0.22734273970127106
0,0.2279544174671173
0,0.2286868840456009
0,0.22926995158195496
0,0.2288779318332672
0,0.22906945645809174
0,0.2303868681192398
0,0.22867900133132935
0,0.22955259680747986
0,0.22799034416675568
0,0.22954997420310974
0,0.22767627239227295
1,0.23093068599700928
1,0.2257983386516571
1,0.23189179599285126
1,0.22668685019016266
1,0.2292151302099228
1,0.2289479523897171
1,0.22960980236530304
1,0.2291959971189499
2,0.23028993606567383
2,0.22963915765285492
2,0.2297258973121643
2,0.2302805483341217
2,0.228654682636261
2,0.22900530695915222
2,0.22734612226486206
2,0.22747541964054108
2,0.2289998084306717
2,0.22998900711536407
2,0.23207709193229675
2,0.22994352877140045
2,0.22885434329509735
2,0.22997428476810455
2,0.22980935871601105
2,0.22994175553321838
3,0.22734296321868896
3,0.23003974556922913
3,0.23204223811626434
3,0.23080942034721375
12,0.2302747666835785
12,0.22959986329078674
12,0.22565555572509766
12,0.22743470966815948
12,0.22602584958076477
13,0.2286604791879654
13,0.22998739778995514
14,0.22705547511577606
14,0.22915130853652954
14,0.2283463329076767
14,0.2282196581363678
15,0.22846993803977966
