month_from_start,prediction
0,0.542866051197052
0,0.5428294539451599
0,0.5428125858306885
0,0.5429009795188904
0,0.5428831577301025
0,0.5428560972213745
0,0.542831301689148
0,0.5428502559661865
0,0.542901873588562
0,0.5428898930549622
0,0.5428318977355957
0,0.5428710579872131
0,0.5428794622421265
0,0.5428534150123596
0,0.5428571701049805
0,0.5429036021232605
0,0.5428481101989746
0,0.5428383946418762
0,0.5428792238235474
0,0.5428889989852905
1,0.5428751111030579
1,0.5428800582885742
1,0.5428289771080017
1,0.5428656935691833
1,0.5428499579429626
1,0.542868971824646
1,0.5428732633590698
1,0.5428791642189026
2,0.5428584814071655
2,0.5428436994552612
2,0.5428797602653503
2,0.5428627729415894
2,0.5428597927093506
2,0.5428923964500427
2,0.5428763031959534
2,0.5428776741027832
2,0.5428965091705322
2,0.5429009795188904
2,0.5428509712219238
2,0.5428721308708191
2,0.5428171157836914
2,0.542880117893219
2,0.5428591966629028
2,0.5428739786148071
3,0.5428934097290039
3,0.5428621768951416
3,0.542858362197876
3,0.5428500771522522
12,0.5428978204727173
12,0.5428645610809326
12,0.5428501963615417
12,0.5428838133811951
12,0.5428159236907959
13,0.5428287386894226
13,0.5428416132926941
14,0.5428218245506287
14,0.5428632497787476
14,0.5428789258003235
14,0.542874276638031
15,0.5428550243377686
